customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100173,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),93.11,3536.88,No
C100174,Female,0,No,No,27,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,23.37,633.72,Yes
C100175,Female,0,No,No,13,No,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.27,1304.64,No
C100176,Female,1,Yes,No,16,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.73,541.59,Yes
C100177,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.07,4296.75,No
C100178,Female,0,Yes,No,16,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),43.28,689.38,Yes
C100179,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),79.4,1748.09,No
C100180,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,60.5,3694.89,No
C100181,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,95.19,2382.81,No
C100182,Female,1,No,No,51,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,27.88,1417.68,No
C100183,Female,0,No,No,45,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),112.76,5073.17,No
C100184,Female,1,Yes,No,29,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.96,582.0,No
C100185,Female,0,Yes,No,56,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),97.15,5443.38,No
C100186,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,43.85,828.25,No
C100187,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),23.86,720.31,No
C100188,Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.31,3828.75,No
C100189,Male,0,No,No,27,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),28.52,774.61,No
C100190,Male,0,Yes,No,1,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.35,81.67,No
C100191,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),89.72,4660.6,No
C100192,Male,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.65,876.19,No
C100193,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),39.44,908.3,Yes
C100194,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,79.73,3824.02,No
C100195,Female,1,No,Yes,43,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,70.43,3025.42,No
C100196,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),73.53,1098.68,No
C100197,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,76.23,759.77,No
C100198,Female,1,No,Yes,63,No,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,34.55,2179.99,Yes
C100199,Female,0,No,No,4,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.1,222.49,No
C100200,Male,0,Yes,No,14,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,26.3,372.28,No
C100201,Male,0,No,Yes,16,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.29,1105.21,No
C100202,Female,0,Yes,Yes,30,No,No,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),77.74,2329.81,Yes
C100203,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.28,4495.71,No
C100204,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,65.01,391.3,No
C100205,Male,0,No,Yes,48,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.34,1695.08,No
C100206,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),58.46,1815.7,No
C100207,Female,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,103.11,2991.62,No
C100208,Female,0,Yes,Yes,40,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,83.75,3352.7,No
C100209,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),28.26,851.25,No
C100210,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,19.91,1392.83,Yes
C100211,Male,0,No,Yes,6,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,114.02,686.87,Yes
C100212,Male,0,Yes,Yes,21,Yes,No phone service,No,No,No,No,Yes,No,Yes,One year,No,Mailed check,111.09,2333.74,No
C100213,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,42.0,121.07,Yes
C100214,Female,1,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Mailed check,19.76,359.64,Yes
C100215,Male,0,Yes,Yes,15,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,40.57,611.19,No
C100216,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,51.63,1394.1,No
C100217,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),90.93,5911.44,No
C100218,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),56.23,1127.4,No
C100219,Female,1,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.88,4560.97,No
C100220,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,50.29,3616.42,No
C100221,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,47.19,1270.97,Yes
C100222,Male,0,No,No,29,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),97.68,2832.1,No
C100223,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.26,1842.32,No
C100224,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.27,6714.19,No
C100225,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.83,1985.24,No
C100226,Female,1,Yes,No,46,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.45,1581.95,No
C100227,Male,0,No,No,54,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.27,4279.87,Yes
C100228,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),79.9,3516.98,No
C100229,Male,1,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.08,7150.4,Yes
C100230,Male,0,No,No,27,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.22,2539.71,No
C100231,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,51.96,1816.87,No
C100232,Female,0,Yes,No,29,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.76,1177.29,No
C100233,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),72.46,2315.54,No
C100234,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,99.5,1695.77,No
C100235,Female,0,Yes,Yes,64,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,29.59,1892.77,No
C100236,Female,0,Yes,Yes,60,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),39.02,2345.11,No
C100237,Female,1,Yes,Yes,37,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.32,2531.12,No
C100238,Female,1,Yes,No,2,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,38.75,77.5,No
C100239,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,66.27,3581.75,No
C100240,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,75.98,5015.44,No
C100241,Male,0,No,No,70,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,97.49,6823.7,Yes
C100242,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),87.21,5754.63,No
C100243,Female,1,No,No,55,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),85.64,4714.53,No
C100244,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),114.57,1487.55,Yes
C100245,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),59.69,2921.21,No
C100246,Male,1,No,No,67,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),72.55,4865.19,No
C100247,Male,0,No,No,8,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),34.03,267.34,Yes
C100248,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.31,1541.42,Yes
C100249,Male,1,Yes,Yes,47,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.55,2608.55,Yes
C100250,Female,0,No,No,61,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),30.84,1881.53,No
C100251,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,79.82,317.55,No
C100252,Male,1,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.93,288.35,Yes
C100253,Female,1,Yes,No,31,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.08,2979.54,Yes
C100254,Male,0,No,No,3,No,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),37.28,116.16,No
C100255,Male,1,Yes,No,37,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.89,1332.26,No
C100256,Male,0,Yes,No,8,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),106.21,854.36,No
C100257,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),22.7,1203.12,No
C100258,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),76.26,2970.88,No
C100259,Female,0,No,No,60,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.52,4775.15,Yes
C100260,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),56.71,3342.38,No
C100261,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.57,5869.24,No
C100262,Male,0,Yes,No,0,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),111.87,2.99,No
C100263,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.25,2472.43,No
C100264,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,80.39,4506.44,No
C100265,Female,0,No,No,37,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,53.53,1977.53,Yes
C100266,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,30.06,717.59,No
C100267,Female,0,Yes,Yes,35,No,No phone service,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,31.52,1098.55,No
C100268,Female,0,No,No,13,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,104.24,1359.15,Yes
C100269,Female,1,No,No,65,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.59,2181.6,No
C100270,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),87.62,1844.62,No
C100271,Male,0,No,No,72,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,54.42,3922.51,Yes
C100272,Male,0,No,No,16,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),56.72,909.65,No
C100273,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,105.74,6240.03,No
C100274,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.99,1442.06,Yes
C100275,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),93.7,1783.22,Yes
C100276,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,108.46,3251.07,No
C100277,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,No,Credit card (automatic),22.78,617.56,No
C100278,Female,0,No,Yes,64,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,51.64,3300.9,No
C100279,Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),111.59,555.67,Yes
C100280,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,54.56,2514.2,No
C100281,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.26,602.23,Yes
C100282,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),113.51,4310.12,No
C100283,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,101.76,7221.21,No
C100284,Female,1,Yes,Yes,54,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,102.89,5557.14,Yes
C100285,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,118.13,6260.87,No
C100286,Female,0,Yes,No,39,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,68.67,2679.79,No
C100287,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.13,3316.06,No
C100288,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),25.51,1530.89,Yes
C100289,Female,0,Yes,Yes,51,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,64.93,3312.0,No
C100290,Female,0,No,No,14,Yes,No,No,No,No internet service,No,No,Yes,No,Two year,No,Credit card (automatic),82.65,1157.8,No
C100291,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,63.9,256.48,No
C100292,Male,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,31.3,281.58,No
C100293,Male,0,No,No,10,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,53.95,543.3,Yes
